PCS_ID,PCS_Name,PCS_Level,Angle_Horizontal,Distance_Horizontal,Tset,Control_Method,Reference_time,Condition_without_PCS,Condition_with_PCS,Delta_P_All,Delta_P_Pelvis,Delta_P_Left_Upper_Arm,Delta_P_Right_Upper_Arm,Delta_P_Left_Forearm,Delta_P_Right_Forearm,Delta_P_Left_Hand,Delta_P_Right_Hand,Delta_P_Left_Lower_Leg,Delta_P_Right_Lower_Leg,Delta_P_Left_Foot,Delta_P_Right_Foot,PCS_Ta,PCS_MRT,PCS_RH,PCS_V,PCS_To,PCS_ET,PCS_Tsk_All,PCS_Tsk_Pelvis,PCS_Tsk_Left_Upper_Arm,PCS_Tsk_Right_Upper_Arm,PCS_Tsk_Left_Forearm,PCS_Tsk_Right_Forearm,PCS_Tsk_Left_Hand,PCS_Tsk_Right_Hand,PCS_Tsk_Left_Lower_Leg,PCS_Tsk_Right_Lower_Leg,PCS_Tsk_Left_Foot,PCS_Tsk_Right_Foot,PCS_P_All,PCS_P_Pelvis,PCS_P_Left_Upper_Arm,PCS_P_Right_Upper_Arm,PCS_P_Left_Forearm,PCS_P_Right_Forearm,PCS_P_Left_Hand,PCS_P_Right_Hand,PCS_P_Left_Lower_Leg,PCS_P_Right_Lower_Leg,PCS_P_Left_Foot,PCS_P_Right_Foot,Baseline_Ta,Baseline_MRT,Baseline_RH,Baseline_V,Baseline_To,Baseline_ET,Baseline_Tsk_All,Baseline_Tsk_Pelvis,Baseline_Tsk_Left_Upper_Arm,Baseline_Tsk_Right_Upper_Arm,Baseline_Tsk_Left_Forearm,Baseline_Tsk_Right_Forearm,Baseline_Tsk_Left_Hand,Baseline_Tsk_Right_Hand,Baseline_Tsk_Left_Lower_Leg,Baseline_Tsk_Right_Lower_Leg,Baseline_Tsk_Left_Foot,Baseline_Tsk_Right_Foot,Baseline_P_All,Baseline_P_Pelvis,Baseline_P_Left_Upper_Arm,Baseline_P_Right_Upper_Arm,Baseline_P_Left_Forearm,Baseline_P_Right_Forearm,Baseline_P_Left_Hand,Baseline_P_Right_Hand,Baseline_P_Left_Lower_Leg,Baseline_P_Right_Lower_Leg,Baseline_P_Left_Foot,Baseline_P_Right_Foot,PCS_ht_All,Baseline_ht_All,Delta_ht_All,Delta_Teq_All,PCS_ht_Pelvis,Baseline_ht_Pelvis,Delta_ht_Pelvis,Delta_Teq_Pelvis,PCS_ht_Left_Upper_Arm,Baseline_ht_Left_Upper_Arm,Delta_ht_Left_Upper_Arm,Delta_Teq_Left_Upper_Arm,PCS_ht_Right_Upper_Arm,Baseline_ht_Right_Upper_Arm,Delta_ht_Right_Upper_Arm,Delta_Teq_Right_Upper_Arm,PCS_ht_Left_Forearm,Baseline_ht_Left_Forearm,Delta_ht_Left_Forearm,Delta_Teq_Left_Forearm,PCS_ht_Right_Forearm,Baseline_ht_Right_Forearm,Delta_ht_Right_Forearm,Delta_Teq_Right_Forearm,PCS_ht_Left_Hand,Baseline_ht_Left_Hand,Delta_ht_Left_Hand,Delta_Teq_Left_Hand,PCS_ht_Right_Hand,Baseline_ht_Right_Hand,Delta_ht_Right_Hand,Delta_Teq_Right_Hand,PCS_ht_Left_Lower_Leg,Baseline_ht_Left_Lower_Leg,Delta_ht_Left_Lower_Leg,Delta_Teq_Left_Lower_Leg,PCS_ht_Right_Lower_Leg,Baseline_ht_Right_Lower_Leg,Delta_ht_Right_Lower_Leg,Delta_Teq_Right_Lower_Leg,PCS_ht_Left_Foot,Baseline_ht_Left_Foot,Delta_ht_Left_Foot,Delta_Teq_Left_Foot,PCS_ht_Right_Foot,Baseline_ht_Right_Foot,Delta_ht_Right_Foot,Delta_Teq_Right_Foot,Baseline_ht_Head,Baseline_P_Head,Delta_ht_Head,PCS_ht_Head,Delta_Teq_Head,Delta_P_Head,PCS_P_Head,PCS_Tsk_Head,Baseline_Tsk_Head,Baseline_ht_Chest,Baseline_P_Chest,Delta_ht_Chest,PCS_ht_Chest,Delta_Teq_Chest,Delta_P_Chest,PCS_P_Chest,PCS_Tsk_Chest,Baseline_Tsk_Chest,Baseline_ht_Back,Baseline_P_Back,Delta_ht_Back,PCS_ht_Back,Delta_Teq_Back,Delta_P_Back,PCS_P_Back,PCS_Tsk_Back,Baseline_Tsk_Back,Baseline_ht_Left_Thigh,Baseline_P_Left_Thigh,Delta_ht_Left_Thigh,PCS_ht_Left_Thigh,Delta_Teq_Left_Thigh,Delta_P_Left_Thigh,PCS_P_Left_Thigh,PCS_Tsk_Left_Thigh,Baseline_Tsk_Left_Thigh,Baseline_ht_Right_Thigh,Baseline_P_Right_Thigh,Delta_ht_Right_Thigh,PCS_ht_Right_Thigh,Delta_Teq_Right_Thigh,Delta_P_Right_Thigh,PCS_P_Right_Thigh,PCS_Tsk_Right_Thigh,Baseline_Tsk_Right_Thigh
3,Midiam evaporative cooler (purple),Level1,135.0,60.0,22,TskControl34,2025-02-19 15:56:03,2025-02-19_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-19_ID3_Midiam evaporative cooler (purple)_Level1_Angle135_Distance60_Ta22_TskControl34.csv,-1.64,-1.76,-1.32,-3.52,0.72,-0.02,1.64,2.02,-2.08,-2.32,-0.22,-0.8,22.2,22.4,33.99,0.17,22.29,22.08,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,71.78,44.48,63.54,68.28,85.24,96.1,126.82,115.54,88.78,92.74,63.86,63.46,22.1,22.3,30.15,0.2,22.18,22.02,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,73.42,46.24,64.86,71.8,84.52,96.12,125.18,113.52,90.86,95.06,64.08,64.26,6.13,6.21,-0.08,0.26,3.8,3.91,-0.11,0.45,5.43,5.49,-0.06,0.24,5.83,6.07,-0.24,0.58,7.28,7.15,0.13,-0.1,8.21,8.13,0.07,0.0,10.83,10.59,0.24,-0.15,9.87,9.6,0.26,-0.21,7.58,7.69,-0.11,0.27,7.92,8.04,-0.12,0.29,5.45,5.42,0.03,0.04,5.42,5.44,-0.02,0.15,3.28,38.81,0.4,3.68,-0.5,4.31,43.12,34.0,34.0,3.51,41.48,-0.16,3.35,0.62,-2.22,39.26,34.0,34.0,5.07,59.9,-0.15,4.92,0.42,-2.3,57.6,34.0,34.0,7.63,90.2,-0.16,7.47,0.36,-2.68,87.52,34.0,34.0,8.0,94.58,-0.44,7.56,0.75,-6.09,88.49,34.0,34.0
3,Midiam evaporative cooler (purple),Level4,135.0,60.0,22,TskControl34,2025-02-19 19:01:43,2025-02-19_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-19_ID3_Midiam evaporative cooler (purple)_Level4_Angle135_Distance60_Ta22_TskControl34.csv,-0.74,-3.44,-1.72,-6.14,-0.8,1.46,-0.5,12.06,-4.84,-3.54,-0.9,-1.5,22.2,22.4,31.26,0.08,22.31,22.04,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,72.68,42.8,63.14,65.66,83.72,97.58,124.68,125.58,86.02,91.52,63.18,62.76,22.1,22.3,30.15,0.2,22.18,22.02,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,73.42,46.24,64.86,71.8,84.52,96.12,125.18,113.52,90.86,95.06,64.08,64.26,6.22,6.21,0.01,0.12,3.66,3.91,-0.25,0.88,5.4,5.49,-0.09,0.31,5.62,6.07,-0.46,1.01,7.16,7.15,0.01,0.11,8.35,8.13,0.22,-0.18,10.67,10.59,0.08,0.05,10.74,9.6,1.14,-1.26,7.36,7.69,-0.33,0.63,7.83,8.04,-0.21,0.44,5.4,5.42,-0.02,0.17,5.37,5.44,-0.07,0.28,3.28,38.81,2.28,5.57,-4.86,26.24,65.06,34.0,34.0,3.51,41.48,0.03,3.54,0.0,-0.12,41.36,34.0,34.0,5.07,59.9,-0.2,4.87,0.54,-2.95,56.95,34.0,34.0,7.63,90.2,-0.46,7.17,0.82,-6.41,83.79,34.0,34.0,8.0,94.58,-0.72,7.28,1.17,-9.51,85.07,34.0,34.0
3,Midiam evaporative cooler (purple),Level1,135.0,60.0,28,TskControl34,2025-05-16 19:05:44,2025-05-16_ID0_NoPCS_Ta28_TskControl34.csv,2025-05-16_ID3_Midiam evaporative cooler (purple)_Level1_Angle135_Distance60_Ta28_TskControl34.csv,,,,,,,,,,,,,28.6,28.5,31.5,0.0,28.5,27.18,,,,,,,,,,,,,,,,,,,,,,,,,28.6,28.5,31.5,0.0,28.5,27.18,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.94,20.32,30.34,31.12,39.48,41.34,47.44,46.12,44.52,43.46,33.48,30.18,,6.17,,,,3.69,,,,5.52,,,,5.66,,,,7.18,,,,7.52,,,,8.63,,,,8.39,,,,8.09,,,,7.9,,,,6.09,,,,5.49,,,3.54,19.48,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.99,16.45,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5.65,31.06,0.0,0.0,0.0,0.0,0.0,0.0,34.0,7.53,41.42,0.0,0.0,0.0,0.0,0.0,0.0,34.0,7.85,43.17,0.0,0.0,0.0,0.0,0.0,0.0,34.0
3,Midiam evaporative cooler (purple),Level2,135.0,60.0,28,TskControl34,2025-05-16 18:03:44,2025-05-16_ID0_NoPCS_Ta28_TskControl34.csv,2025-05-16_ID3_Midiam evaporative cooler (purple)_Level2_Angle135_Distance60_Ta28_TskControl34.csv,0.92,-1.06,1.0,1.82,2.58,0.34,1.38,-0.1,1.78,1.1,0.06,-0.26,28.6,28.5,31.5,0.0,28.5,27.18,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.86,19.26,31.34,32.94,42.06,41.68,48.82,46.02,46.3,44.56,33.54,29.92,28.6,28.5,31.5,0.0,28.5,27.18,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.94,20.32,30.34,31.12,39.48,41.34,47.44,46.12,44.52,43.46,33.48,30.18,6.34,6.17,0.17,-0.15,3.5,3.69,-0.19,0.29,5.7,5.52,0.18,-0.18,5.99,5.66,0.33,-0.32,7.65,7.18,0.47,-0.36,7.58,7.52,0.06,-0.05,8.88,8.63,0.25,-0.16,8.37,8.39,-0.02,0.01,8.42,8.09,0.32,-0.22,8.1,7.9,0.2,-0.14,6.1,6.09,0.01,-0.01,5.44,5.49,-0.05,0.05,3.54,19.48,1.17,4.71,-1.28,6.45,25.93,34.0,34.0,2.99,16.45,0.1,3.09,-0.18,0.55,17.0,34.0,34.0,5.65,31.06,-0.09,5.56,0.09,-0.47,30.59,34.0,34.0,7.53,41.42,0.05,7.58,-0.03,0.26,41.68,34.0,34.0,7.85,43.17,-0.08,7.77,0.05,-0.45,42.72,34.0,34.0
3,Midiam evaporative cooler (purple),Level3,135.0,60.0,28,TskControl34,2025-05-16 18:15:44,2025-05-16_ID0_NoPCS_Ta28_TskControl34.csv,2025-05-16_ID3_Midiam evaporative cooler (purple)_Level3_Angle135_Distance60_Ta28_TskControl34.csv,1.38,-2.2,1.82,1.22,3.92,0.26,3.32,-1.16,0.08,0.76,-0.72,-0.1,28.6,28.5,31.5,0.0,28.5,27.18,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,35.32,18.12,32.16,32.34,43.4,41.6,50.76,44.96,44.6,44.22,32.76,30.08,28.6,28.5,31.5,0.0,28.5,27.18,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.94,20.32,30.34,31.12,39.48,41.34,47.44,46.12,44.52,43.46,33.48,30.18,6.42,6.17,0.25,-0.22,3.29,3.69,-0.4,0.6,5.85,5.52,0.33,-0.33,5.88,5.66,0.22,-0.22,7.89,7.18,0.71,-0.55,7.56,7.52,0.05,-0.03,9.23,8.63,0.6,-0.38,8.17,8.39,-0.21,0.14,8.11,8.09,0.01,-0.01,8.04,7.9,0.14,-0.1,5.96,6.09,-0.13,0.12,5.47,5.49,-0.02,0.02,3.54,19.48,1.85,5.39,-2.08,10.16,29.64,34.0,34.0,2.99,16.45,0.23,3.23,-0.44,1.29,17.74,34.0,34.0,5.65,31.06,0.04,5.69,-0.02,0.23,31.29,34.0,34.0,7.53,41.42,0.08,7.61,-0.06,0.46,41.88,34.0,34.0,7.85,43.17,0.02,7.87,-0.02,0.11,43.28,34.0,34.0
3,Midiam evaporative cooler (purple),Level4,135.0,60.0,28,TskControl34,2025-05-16 18:55:44,2025-05-16_ID0_NoPCS_Ta28_TskControl34.csv,2025-05-16_ID3_Midiam evaporative cooler (purple)_Level4_Angle135_Distance60_Ta28_TskControl34.csv,-0.78,-2.96,-1.02,-1.28,-1.02,-0.94,-2.4,-0.76,-3.3,-2.64,-1.08,-1.46,28.6,28.5,31.5,0.0,28.5,27.18,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.16,17.36,29.32,29.84,38.46,40.4,45.04,45.36,41.22,40.82,32.4,28.72,28.6,28.5,31.5,0.0,28.5,27.18,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.94,20.32,30.34,31.12,39.48,41.34,47.44,46.12,44.52,43.46,33.48,30.18,6.03,6.17,-0.14,0.13,3.16,3.69,-0.54,0.8,5.33,5.52,-0.19,0.18,5.43,5.66,-0.23,0.23,6.99,7.18,-0.19,0.14,7.35,7.52,-0.17,0.13,8.19,8.63,-0.44,0.28,8.25,8.39,-0.14,0.09,7.49,8.09,-0.6,0.41,7.42,7.9,-0.48,0.33,5.89,6.09,-0.2,0.18,5.22,5.49,-0.27,0.27,3.54,19.48,2.11,5.65,-2.24,11.62,31.1,34.0,34.0,2.99,16.45,0.05,3.04,-0.09,0.26,16.71,34.0,34.0,5.65,31.06,-0.46,5.19,0.45,-2.53,28.54,34.0,34.0,7.53,41.42,-0.5,7.03,0.36,-2.77,38.65,34.0,34.0,7.85,43.17,-0.47,7.38,0.32,-2.58,40.59,34.0,34.0
3,Midiam evaporative cooler (purple),Level4,135.0,60.0,25,TskControl34,2025-02-01 18:46:45,2025-02-01_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-01_ID3_Midiam evaporative cooler (purple)_Level4_Angle135_Distance60_Ta25_TskControl34.csv,2.94,-3.06,2.98,-0.92,8.18,-0.34,5.96,0.14,-2.28,0.5,-2.78,0.74,25.0,25.3,63.13,0.11,25.15,25.97,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,56.36,31.26,47.68,53.6,66.54,73.94,103.78,87.12,64.54,66.42,46.0,46.04,24.8,25.4,62.29,0.26,25.03,25.78,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,53.42,34.32,44.7,54.52,58.36,74.28,97.82,86.98,66.82,65.92,48.78,45.3,6.37,5.96,0.41,-0.49,3.53,3.83,-0.29,0.8,5.39,4.98,0.4,-0.6,6.06,6.08,-0.02,0.15,7.52,6.51,1.01,-1.26,8.35,8.28,0.07,0.04,11.73,10.91,0.82,-0.55,9.84,9.7,0.15,-0.01,7.29,7.45,-0.16,0.31,7.51,7.35,0.16,-0.07,5.2,5.44,-0.24,0.51,5.2,5.05,0.15,-0.15,3.22,28.87,2.9,6.12,-4.9,25.3,54.16,34.0,34.0,3.26,29.24,0.48,3.74,-1.23,3.89,33.13,34.0,34.0,5.19,46.57,0.09,5.28,-0.1,0.14,46.71,34.0,34.0,6.99,62.74,0.15,7.14,-0.05,0.47,63.21,34.0,34.0,7.36,66.04,0.11,7.48,-0.0,0.13,66.17,34.0,34.0
3,Midiam evaporative cooler (purple),Level3,135.0,60.0,25,TskControl34,2025-02-01 18:36:45,2025-02-01_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-01_ID3_Midiam evaporative cooler (purple)_Level3_Angle135_Distance60_Ta25_TskControl34.csv,3.2,-0.92,3.4,-0.48,9.12,2.52,12.34,3.94,-1.5,0.44,-2.26,0.82,24.8,25.3,64.7,0.15,25.02,25.92,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,56.62,33.4,48.1,54.04,67.48,76.8,110.16,90.92,65.32,66.36,46.52,46.12,24.8,25.4,62.29,0.26,25.03,25.78,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,53.42,34.32,44.7,54.52,58.36,74.28,97.82,86.98,66.82,65.92,48.78,45.3,6.31,5.96,0.35,-0.54,3.72,3.83,-0.11,0.24,5.36,4.98,0.37,-0.68,6.02,6.08,-0.06,0.08,7.51,6.51,1.01,-1.4,8.55,8.28,0.27,-0.3,12.27,10.91,1.36,-1.13,10.12,9.7,0.43,-0.41,7.27,7.45,-0.18,0.2,7.39,7.35,0.04,-0.06,5.18,5.44,-0.26,0.42,5.14,5.05,0.09,-0.16,3.22,28.87,2.3,5.52,-3.91,20.68,49.55,34.0,34.0,3.26,29.24,0.54,3.8,-1.52,4.85,34.09,34.0,34.0,5.19,46.57,0.03,5.22,-0.1,0.32,46.9,34.0,34.0,6.99,62.74,0.04,7.03,-0.04,0.4,63.14,34.0,34.0,7.36,66.04,0.06,7.42,-0.06,0.57,66.61,34.0,34.0
3,Midiam evaporative cooler (purple),Level2,135.0,60.0,25,TskControl34,2025-02-01 18:27:45,2025-02-01_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-01_ID3_Midiam evaporative cooler (purple)_Level2_Angle135_Distance60_Ta25_TskControl34.csv,3.16,-1.16,3.52,0.0,9.32,5.84,12.88,6.48,-1.08,1.56,-2.64,0.34,24.9,25.2,64.72,0.09,25.05,25.94,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,56.58,33.16,48.22,54.52,67.68,80.12,110.7,93.46,65.74,67.48,46.14,45.64,24.8,25.4,62.29,0.26,25.03,25.78,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,53.42,34.32,44.7,54.52,58.36,74.28,97.82,86.98,66.82,65.92,48.78,45.3,6.32,5.96,0.37,-0.53,3.71,3.83,-0.12,0.3,5.39,4.98,0.4,-0.71,6.09,6.08,0.01,0.0,7.56,6.51,1.06,-1.43,8.95,8.28,0.67,-0.71,12.37,10.91,1.46,-1.18,10.44,9.7,0.75,-0.67,7.35,7.45,-0.1,0.14,7.54,7.35,0.19,-0.21,5.16,5.44,-0.28,0.49,5.1,5.05,0.05,-0.07,3.22,28.87,1.64,4.86,-2.57,14.63,43.5,34.0,34.0,3.26,29.24,0.56,3.82,-1.56,4.93,34.17,34.0,34.0,5.19,46.57,0.05,5.24,-0.07,0.34,46.91,34.0,34.0,6.99,62.74,0.04,7.03,-0.01,0.21,62.95,34.0,34.0,7.36,66.04,0.29,7.65,-0.32,2.43,68.47,34.0,34.0
3,Midiam evaporative cooler (purple),Level1,135.0,60.0,25,TskControl34,2025-02-01 17:54:14,2025-02-01_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-01_ID3_Midiam evaporative cooler (purple)_Level1_Angle135_Distance60_Ta25_TskControl34.csv,0.31,-2.47,2.43,-3.09,10.12,3.39,9.41,8.57,-3.14,-0.97,-3.66,-0.83,24.9,25.2,65.95,0.06,25.07,26.01,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,53.73,31.85,47.13,51.43,68.48,77.67,107.23,95.55,63.68,64.95,45.12,44.47,24.8,25.4,62.29,0.26,25.03,25.78,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,53.42,34.32,44.7,54.52,58.36,74.28,97.82,86.98,66.82,65.92,48.78,45.3,6.02,5.96,0.06,-0.05,3.57,3.83,-0.26,0.65,5.28,4.98,0.29,-0.49,5.76,6.08,-0.32,0.51,7.67,6.51,1.16,-1.56,8.7,8.28,0.42,-0.41,12.01,10.91,1.1,-0.86,10.7,9.7,1.0,-0.88,7.13,7.45,-0.32,0.42,7.27,7.35,-0.08,0.13,5.05,5.44,-0.39,0.67,4.98,5.05,-0.07,0.17,3.22,28.87,0.49,3.71,-0.44,4.24,33.11,34.0,34.0,3.26,29.24,0.24,3.5,-0.65,2.05,31.29,34.0,34.0,5.19,46.57,-0.21,4.98,0.41,-2.07,44.51,34.0,34.0,6.99,62.74,-0.22,6.77,0.34,-2.26,60.48,34.0,34.0,7.36,66.04,0.04,7.41,0.0,0.09,66.13,34.0,34.0
4,Midiam evaporative cooler (white),Low,135.0,60.0,25,TskControl34,2025-02-04 10:23:49,2025-02-04_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-04_ID4_Midiam evaporative cooler (white)_Low_Angle135_Distance60_Ta25_TskControl34.csv,1.62,-4.22,2.5,-0.58,3.1,0.24,9.46,0.94,-3.0,-0.78,-1.44,-0.26,25.5,25.4,56.79,0.0,25.4,25.83,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,57.44,39.04,51.4,53.68,62.8,69.36,94.72,84.16,65.4,67.58,48.22,48.0,25.4,25.2,56.77,0.08,25.29,25.72,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.82,43.26,48.9,54.26,59.7,69.12,85.26,83.22,68.4,68.36,49.66,48.26,6.68,6.41,0.27,-0.25,4.54,4.97,-0.43,0.85,5.98,5.61,0.36,-0.45,6.24,6.23,0.01,0.09,7.3,6.85,0.45,-0.45,8.07,7.94,0.13,-0.03,11.01,9.79,1.23,-0.97,9.79,9.55,0.23,-0.1,7.6,7.85,-0.25,0.38,7.86,7.85,0.01,0.1,5.61,5.7,-0.09,0.25,5.58,5.54,0.04,0.05,3.33,29.03,2.94,6.27,-5.35,24.9,53.93,34.0,34.0,3.69,32.18,0.28,3.98,-0.58,2.03,34.21,34.0,34.0,5.76,50.17,0.0,5.76,0.07,-0.6,49.57,34.0,34.0,7.91,68.87,-0.27,7.64,0.4,-3.15,65.72,34.0,34.0,8.05,70.09,-0.23,7.82,0.36,-2.86,67.23,34.0,34.0
4,Midiam evaporative cooler (white),Mid,135.0,60.0,25,TskControl34,2025-02-04 10:40:49,2025-02-04_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-04_ID4_Midiam evaporative cooler (white)_Mid_Angle135_Distance60_Ta25_TskControl34.csv,0.8,-6.94,0.58,-1.48,2.06,-1.3,7.36,3.08,-2.9,-1.54,-1.52,-1.78,25.6,25.4,56.1,0.09,25.5,25.9,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,56.62,36.32,49.48,52.78,61.76,67.82,92.62,86.3,65.5,66.82,48.14,46.48,25.4,25.2,56.77,0.08,25.29,25.72,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.82,43.26,48.9,54.26,59.7,69.12,85.26,83.22,68.4,68.36,49.66,48.26,6.66,6.41,0.25,-0.12,4.27,4.97,-0.69,1.4,5.82,5.61,0.21,-0.1,6.21,6.23,-0.02,0.24,7.27,6.85,0.41,-0.3,7.98,7.94,0.04,0.16,10.9,9.79,1.11,-0.75,10.15,9.55,0.6,-0.32,7.71,7.85,-0.15,0.37,7.86,7.85,0.01,0.2,5.66,5.7,-0.04,0.27,5.47,5.54,-0.07,0.32,3.33,29.03,3.33,6.66,-5.91,27.56,56.6,34.0,34.0,3.69,32.18,0.33,4.03,-0.58,2.06,34.24,34.0,34.0,5.76,50.17,-0.12,5.64,0.35,-2.22,47.95,34.0,34.0,7.91,68.87,-0.36,7.55,0.58,-4.7,64.17,34.0,34.0,8.05,70.09,-0.36,7.68,0.61,-4.78,65.31,34.0,34.0
4,Midiam evaporative cooler (white),High,135.0,60.0,25,TskControl34,2025-02-04 10:54:49,2025-02-04_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-04_ID4_Midiam evaporative cooler (white)_High_Angle135_Distance60_Ta25_TskControl34.csv,1.06,-7.22,0.56,-2.78,4.96,-0.34,12.22,3.3,-2.24,-1.28,-1.12,-0.38,25.4,25.4,53.93,0.02,25.4,25.67,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,56.88,36.04,49.46,51.48,64.66,68.78,97.48,86.52,66.16,67.08,48.54,47.88,25.4,25.2,56.77,0.08,25.29,25.72,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.82,43.26,48.9,54.26,59.7,69.12,85.26,83.22,68.4,68.36,49.66,48.26,6.61,6.41,0.21,-0.17,4.19,4.97,-0.78,1.45,5.75,5.61,0.14,-0.1,5.99,6.23,-0.24,0.45,7.52,6.85,0.66,-0.72,8.0,7.94,0.06,0.04,11.33,9.79,1.55,-1.25,10.06,9.55,0.51,-0.35,7.69,7.85,-0.16,0.29,7.8,7.85,-0.05,0.16,5.64,5.7,-0.06,0.2,5.57,5.54,0.03,0.07,3.33,29.03,3.68,7.01,-7.0,31.28,60.31,34.0,34.0,3.69,32.18,0.24,3.93,-0.47,1.64,33.82,34.0,34.0,5.76,50.17,-0.32,5.44,0.54,-3.41,46.76,34.0,34.0,7.91,68.87,-0.43,7.48,0.58,-4.56,64.31,34.0,34.0,8.05,70.09,-0.6,7.44,0.75,-6.08,64.01,34.0,34.0
4,Midiam evaporative cooler (white),High,135.0,60.0,22,TskControl34,2025-02-20 11:55:09,2025-02-20_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-20_ID4_Midiam evaporative cooler (white)_High_Angle135_Distance60_Ta22_TskControl34.csv,1.04,-12.3,1.44,-3.34,11.7,4.28,20.32,7.68,-5.46,-3.74,-2.34,-1.84,22.2,22.2,52.06,0.23,22.2,22.34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.76,45.36,70.28,68.8,95.76,100.46,142.84,121.28,88.34,94.82,64.56,65.04,22.1,22.3,49.02,0.15,22.19,22.27,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.72,57.66,68.84,72.14,84.06,96.18,122.52,113.6,93.8,98.56,66.9,66.88,6.59,6.5,0.09,-0.16,3.84,4.88,-1.04,2.52,5.96,5.83,0.13,-0.25,5.83,6.11,-0.28,0.55,8.12,7.12,1.0,-1.64,8.51,8.14,0.37,-0.53,12.11,10.37,1.73,-1.96,10.28,9.62,0.66,-0.8,7.49,7.94,-0.46,0.69,8.04,8.35,-0.31,0.45,5.47,5.66,-0.19,0.41,5.51,5.66,-0.15,0.32,4.06,47.93,2.82,6.88,-4.39,33.23,81.16,34.0,33.99,3.81,45.0,0.3,4.12,-0.98,3.56,48.56,34.0,34.0,5.43,64.07,-0.27,5.16,0.52,-3.21,60.86,34.0,34.0,7.87,93.0,-0.53,7.34,0.77,-6.38,86.62,34.0,34.0,8.05,95.12,-0.7,7.36,1.03,-8.29,86.83,34.0,34.0
